0.41057,2.62581,0.01001
0.7339,0.9183,0.0907
0.40584,1,0.02076
12.53247,2.81735,0.05425
4.44595,2.67585,0.03004
2.56881,2.2744,0.04713
13.05163,2.54744,0.02337
1.2335,1,0.12004
5.58302,2.21642,0.04182
3.19338,2.20391,0.02438
4.31405,2.6416,0.07131
16.48182,2.86559,0.02972
3.43265,2.48492,0.02025
0.24527,2.16993,0.00194
1.84,2.52164,0.0736
0.41898,1.5,0.04755
0.23595,2.89419,0.00609
10.96196,2.54347,0.0256
2.73196,2.89629,0.05633
0.30159,1.9183,0.01436
0.49522,1.52193,0.03
4.14719,2.85554,0.05386
7.47871,2.57593,0.03295
2.84194,2.70961,0.01834
7.78839,2.9452,0.04375
0.65,1.58496,0.065
2.82233,2.43536,0.02047
5.60158,2.86268,0.06629
0.34266,1.9183,0.02163
4.0799,2.65725,0.03056
3.79468,2.63841,0.02886
3.91792,2.63717,0.03938
0.67754,2.66123,0.01473
0.36364,3.15357,0.00472
1.10476,1.57095,0.03156
2.32176,2.13394,0.06738
21.7619,2.65546,0.09715
0.60535,2.92193,0.01336
6.61045,2.47542,0.01052
4.41578,2.90819,0.02973
6.44499,2.5848,0.03175
1.58491,1.84237,0.05981
10.6331,2.83685,0.03692
2.10256,2.22773,0.0147
5.50758,2.7461,0.04172
0.45714,2.32193,0.02612
4.71111,2.53207,0.05235
0.90667,2.97356,0.01813
5.4527,2.55605,0.07369
0.79325,1.95021,0.04225
19.73387,2.75399,0.1061
3.21429,2.62581,0.07653
0.45333,1.84237,0.01813
2.67816,2.60985,0.04618
0.0731,1.92193,0.00877
9.71371,2.35925,0.05834
12.42191,2.52181,0.08687
4.81057,2.76773,0.04238
1.34077,2.92757,0.00755
25.14597,2.50935,0.05576
7.74663,2.78804,0.04827
8.95948,2.43412,0.07027
9.47789,2.90589,0.06135
1.83448,2.98233,0.0253
0.16354,0.9183,0.01736
0.93977,2.17299,0.00575
6.69124,2.70281,0.04289
8.99364,2.58048,0.01907
0.06907,2.32193,0.00785
0.60124,1.92193,0.03796
9.56697,2.80235,0.05781
0.61564,3.02979,0.00445
8.56835,2.81037,0.06164
3.85464,2.5026,0.05796
6.1684,2.79058,0.01833
14.56236,2.4472,0.06373
0.58333,1.58496,0.04861
0.3928,1.58496,0.07407
2.05525,2.69623,0.02271
0.7673,1.95021,0.02895
4.95439,2.82579,0.05215
5.26353,2.90025,0.04499
8.43324,2.25399,0.04474
0.35,1.58496,0.035
0.92213,1.37095,0.0494
0.45003,1.58496,0.06887
0.58951,0.9183,0.02662
3.99187,2.8301,0.03895
4.01887,2.92323,0.07583
7.67218,2.50469,0.12681
10.27837,2.45852,0.05467
0.42105,2.5,0.01477
3.46137,2.68582,0.04585
0.61836,1.92193,0.04801
11.71608,1.98055,0.06316
0.16146,1.58496,0.032
0.75079,2.23593,0.03804
9.83086,2.70155,0.05834
4.79351,2.95282,0.08484
12.21631,2.52677,0.05198
4.54321,2.72018,0.05609
7.95333,2.02825,0.03535
6.08213,2.51192,0.04407
10.07887,2.38283,0.04499
0.65109,2.60222,0.01217
13.63134,2.35735,0.07408
7.76577,2.5646,0.05247
11.59937,2.56838,0.05446
4.33786,2.63809,0.01963
2.09859,2.44644,0.05912
9.72526,2.56794,0.02803
1.17544,1.92193,0.06187
13.47566,2.40083,0.03785
0.30184,2.54926,0.01087
3.57848,2.50862,0.03787
0.79167,2.19716,0.02474
10.09662,2.67793,0.07316
0.19102,1.37095,0.01899
1.42972,2.08496,0.03445
1.51515,2.39952,0.01312
0.25604,2.37095,0.00742
1.19269,1.9183,0.04083
1.28645,1.90564,0.02326
2.55452,2.90564,0.04775
0.42213,1,0.03964
0.34942,2.25163,0.02343
0.4086,1.5,0.02636
0.91667,1.5,0.06548
1.25877,2.91398,0.03313
0.82051,2.72548,0.02525
3.36395,2.62366,0.01405
7.05201,2.34491,0.03334
0.71173,2,0.04762
1.40084,2.62033,0.01773
4.15064,2.55482,0.03991
0.74208,1.92193,0.09977
4.20238,2.20472,0.03752
0.31588,2.58496,0.02935
0.89899,2.96558,0.01362
0.18519,1,0.02058
9.4002,2.97023,0.05714
0.32848,1.5,0.01446
0.38375,2.78993,0.01302
9.11772,2.27677,0.06779
2.34154,2.42421,0.02307
2.29412,2.4625,0.01588
6.56452,2.82526,0.02353
9.28521,2.73174,0.06539
10.50599,2.87497,0.06291
1.0964,2.77198,0.00795
3.16206,2.5669,0.025
7.32079,2.65377,0.0459
1.58993,1.81128,0.02469
4,2.81338,0.03448
0.60465,2.25163,0.02812
11.93303,2.6512,0.05449
5.85819,2.96546,0.02569
1.26122,2.57918,0.0103
2.57193,2.89437,0.01354
3.14646,2.11328,0.09535
10.33576,2.69032,0.03005
11.34677,2.5418,0.04575
2.50334,2.55187,0.01435
19.1171,2.27542,0.02787
0.60728,2.59177,0.00573
3.97925,3.07206,0.03097
1.21236,1.92193,0.03292
5.16773,2.47422,0.03292
8.13613,2.66755,0.0426
1.19444,2.41938,0.03981
1.51323,3.01688,0.02402
2.65217,2.53935,0.03844
5.27895,2.11251,0.02778
12.87988,2.1645,0.05802
3.02509,2.19969,0.06506
2.1969,2.41087,0.01022
1.14824,2.48669,0.0059
0.45981,1,0.04614
0.2381,2.80735,0.00972
23.25371,2.29955,0.06276
4.08497,2.6171,0.0267
5.35641,2.81759,0.0412
1.60816,2,0.10614
3.45354,2.73936,0.01346
4.85926,2.69546,0.03599
1.10929,2.05881,0.03637
0.37083,2.35539,0.00927
9.78135,2.75199,0.04487
0.21027,1,0.02768
3.21782,2.60903,0.03186
3.69512,2.81312,0.03004
4.03001,2.78297,0.02592
4.96233,2.5492,0.02438
0.31944,1.58496,0.02662
2.36454,1.5,0.20118
2.55833,2.9398,0.03198
10.21255,2.80918,0.02869
0.70191,1.92193,0.04475
0.41111,2.71929,0.00914
21.9581,2.47778,0.04182
2.96719,2.48163,0.00847
2.24658,2.44644,0.06155
1.04065,1.79248,0.05076
6.08925,2.50954,0.0247
1.01312,2.75296,0.00798
1.37853,2.67038,0.00668
3.48542,2.89208,0.04357
0.60326,1.58496,0.02647
0.63333,1.5,0.04222
3.15501,2.58805,0.02597
1.2819,2.66353,0.04385
3.09559,2.98418,0.02276
0.36109,2.48171,0.00681
0.08335,2.50326,0.01823
12.08974,2.75085,0.11625
4.4127,2.52398,0.03821
2.99569,2.31573,0.02582
0.23805,1.92193,0.01315
1.59857,2.87314,0.03438
0.37112,1.92193,0.01666
0.41094,2.12809,0.01386
3.04365,2.96888,0.03623
0.68405,2.12193,0.02238
2.5327,1.65774,0.09278
6.22168,2.81786,0.0604
0.66267,2.52164,0.0286
4.52016,2.23409,0.01823
6.3371,2.48591,0.0358
2.51235,2.5,0.09305
4.63265,2.35275,0.09454
4.2445,2.05459,0.0224
0.14035,1,0.01477
3.13553,3.01184,0.02297
13.2015,2.70921,0.05933
1.32385,2.32193,0.01792
0.88889,2.25163,0.04233
0.24806,1.9183,0.01154
0.76333,2.41938,0.02256
0.87368,2.61058,0.01839
7.16105,2.33805,0.04023
8.51578,2.89021,0.07009
9.34686,2.75271,0.05418
0.69566,2.84436,0.01
11.71279,1.999,0.06116
2.09132,2.32193,0.0573
1.00654,2.80735,0.03947
2.98227,2.52164,0.06345
4.40966,3.01482,0.04121
3.04077,2.45772,0.04375
3.89103,2.60624,0.07483
14.33333,2.38905,0.07427
2.77778,2.36852,0.07407
0.06439,2.46967,0.00146
4.54501,3.12765,0.03318
1.03933,2.36596,0.00874
0.34167,2.66353,0.00854
2.66667,2.28796,0.01802
3.02638,2.80161,0.04355
7.01596,2.65488,0.03953
6.11562,2.64539,0.03822
1.03872,1.58496,0.10712
4.74869,2.81102,0.02996
5.91624,2.23718,0.03003
0.99383,2.57782,0.0184
14.27618,2.53112,0.04333
2.17613,1,0.24691
2.17284,2.79434,0.02299
6.05663,2.59083,0.0147
0.51156,1.92193,0.03701
6.36404,2.38867,0.04187
5.09903,2.95774,0.03695
14.3561,3.01606,0.04357
0.93678,2.5,0.0323
0.45923,1.92193,0.02484
1.5311,2.59353,0.01891
2.85579,2.95557,0.0135
2.90317,2.40715,0.03244
0.7094,1.92193,0.03638
13.50797,2.63808,0.05873
3.92661,2.60398,0.02402
3.56476,2.54606,0.02037
4.60234,2.60398,0.08074
5.69826,3.1356,0.02204
0.68468,2.32193,0.03701
0.38889,1.58496,0.03241
12.92034,2.18946,0.05996
6.25074,2.82782,0.11063
20.9759,2.76784,0.03888
0.57895,3.10188,0.01016
8.15238,2.52267,0.04659
1,1.92193,0.05556
0.27741,1.58496,0.06293
0.17464,1.5,0.0237
0.64531,3.0958,0.01873
5.62828,2.48046,0.02274
1.05237,2.07818,0.02609
5.33333,2.28064,0.09697
1.30282,2.81045,0.01835
4.24306,2.29883,0.0884
13.54698,2.78577,0.04546
0.14257,1.5,0.01041
1.2602,2.41938,0.01799
0.84615,2.56545,0.0186
5.42841,2.93572,0.03731
3.53202,2.44971,0.0348
2.30435,2.59956,0.02226
6.64921,2.89295,0.03166
11.65998,2.30096,0.04255
3.3416,1.84791,0.02762
0.36364,1.58496,0.03306
0.09108,2.50326,0.00705
0.53247,2.71322,0.01281
1.61062,2.69513,0.01425
0.8549,2.28416,0.02012
3.0048,2.52821,0.04323
0.47467,2.50565,0.00254
2.92262,2.49924,0.02609
10.69198,2.64264,0.13534
0.75472,2.79948,0.00503
12.71011,2.48209,0.05432
2,1.97175,0.05263
1.12641,1.25163,0.04875
0.52137,1.92193,0.02674
15.34852,2.51996,0.06992
1.43662,2.64644,0.04047
0.69791,1.58496,0.07435
6.00427,2.64232,0.03079
4.49462,3.08148,0.03222
1.45098,1,0.1707
0.63158,1,0.06648
11.02634,2.78192,0.04978
3.33333,3.00081,0.03115
2.04057,2.62581,0.05979
4.50174,2.51066,0.02345
12.35501,3.06186,0.10045
0.2246,2.96715,0.0024
8.98148,2.84772,0.07128
0.45954,2.25163,0.01776
1.8104,2.30504,0.03322
0.30355,0.9183,0.06
10.03905,2.93988,0.08401
0.95801,2.51853,0.00754
0.85128,2.41938,0.02619
1.77299,2.4165,0.03057
2.48239,2.60038,0.01748
1.15452,3.08506,0.01575
0.71259,1.92119,0.01522
5.78239,2.32199,0.03432
7.38348,2.45251,0.03267
2.08497,2.95282,0.02471
2.14612,2.32193,0.0588
2.79675,2.22125,0.06821
6.22768,2.79044,0.0556
3.63816,2.64052,0.04787
12.66047,2.59419,0.05889
1.54545,2.48171,0.04014
5.56585,2.98108,0.0543
0.3812,1.92193,0.02249
1.07143,2,0.07653
2.50228,2.76067,0.03428
1.67316,2.27796,0.02173
1.31594,1.92193,0.0607
2.47107,2.91464,0.01208
0.73921,2.80678,0.00766
0.7207,2.80735,0.02256
9.71646,2.37167,0.0492
1.62095,2.84411,0.01853
15.22061,2.64808,0.05535
3.59919,2.85165,0.02175
0.72697,1.5,0.05782
1.22442,2.52164,0.03101
0.89394,0.9183,0.08127
9.8779,2.45728,0.07237
0.64563,1.86763,0.01348
4.62963,2.54905,0.02638
0.69263,2.52206,0.03335
7.8339,2.80969,0.01762
0.63333,1.58496,0.06333
0.75524,2,0.04439
0.39394,0.9183,0.03581
4.69048,2.6373,0.06092
6.80914,2.41958,0.05491
0.27838,2.7899,0.01325
4.51598,2.92193,0.12373
0.22745,2.35539,0.00535
11.89505,2.71645,0.05275
5.64384,2.34412,0.02209
5.51389,3.02464,0.05744
1.10492,2.67197,0.00999
1.16124,2.33957,0.03032
3.82716,2.81331,0.03544
5.63919,2.89492,0.03098
13.09783,2.82267,0.07118
3.52381,2.75273,0.04576
0.8239,2.39858,0.00622
0.74254,2.75,0.03019
6.15344,2.34993,0.04884
8.50986,2.52264,0.02341
12.79915,2.6789,0.06564
6.06694,2.76705,0.04973
2.29236,2.34335,0.02561
2.35175,3.09826,0.02599
1.36667,2,0.09111
9.5755,2.90929,0.04092
4.26667,2.75161,0.05505
2.62763,2.75,0.04734
4.9015,2.05267,0.02587
1.07062,2.35692,0.00907
6.29167,2.2478,0.06554
0.89931,2.4956,0.01874
0.82164,1.84237,0.01823
2.78933,2.33407,0.016
2.75,2.88684,0.03438
3.95556,2.33957,0.07534
11.91014,2.39554,0.05178
0.28512,2.74353,0.01297
10.31728,3.06088,0.03821
2.97222,1.78067,0.07077
0.77778,1.58496,0.06481
0.73687,1.52193,0.04372
0.20915,2.12809,0.0082
23.37291,2.93592,0.07817
0.49597,2.65656,0.007
22.06124,2.28545,0.0579
3.62731,2.89185,0.05038
0.14706,2.73216,0.00438
3.24074,2.71521,0.04501
5.51082,2.94714,0.04771
0.43373,1,0.07819
0.6012,1.58496,0.03581
6.64012,2.17092,0.02938
4.55975,2.64699,0.05736
4.97549,2.57163,0.04878
0.69849,0.9183,0.065
0.63534,1,0.04801
6.28047,2.28199,0.04065
2.39487,2.04181,0.03684
2.91556,2.58303,0.02592
3.70779,2.6894,0.01946
2.65548,2.53187,0.03564
5.63333,2.72693,0.06259
6.7197,2.33618,0.04363
3.85138,2.64546,0.02453
0.22745,2.52206,0.00535
0.35985,2.71929,0.00818
0.96365,2.44644,0.03639
1.68759,2.62352,0.05131
7.04144,2.48873,0.02575
0.59462,1.5,0.05037
12.83562,3.12702,0.05861
1.59671,1.62581,0.03942
0.35772,2.25163,0.01745
4.9558,3.11546,0.05476
